4,2013209401,Tue Jun 02 22:09:02 PDT 2009,NO_QUERY,justinakoh,wooo chix rice! 
4,1932412312,Tue May 26 21:24:58 PDT 2009,NO_QUERY,karajacinta,there was moonshine involved in that last tweet  happy 2 be with @moonspi @rosenzweig
0,2264631528,Sun Jun 21 04:28:40 PDT 2009,NO_QUERY,andychong9,Dad having fever again.. Not looking too good 
4,1691014727,Sun May 03 16:54:02 PDT 2009,NO_QUERY,lexiibettinger,owwwwwww damn my brother smacked my back and i have a slight sun burn on my back lets jsut say i got even i smacked him in the face 
0,2266892916,Sun Jun 21 09:16:29 PDT 2009,NO_QUERY,missmoose313,OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! 
0,1572842130,Mon Apr 20 22:45:11 PDT 2009,NO_QUERY,meganhurley,@lindseliz tweet tweet! why can't i write on your wall? 
4,1554525425,Sat Apr 18 17:14:06 PDT 2009,NO_QUERY,L_Hutch,"I'm up late, drinking pineapple juice from the carton and fantasizing about moving in with Matt and what to name the cat. "
0,1556550702,Sat Apr 18 23:17:26 PDT 2009,NO_QUERY,griffmiester,"Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike. "
4,1989085079,Mon Jun 01 00:17:47 PDT 2009,NO_QUERY,BeccaSmalldon,"@dizzyglitters yes, but.... Smile  cause ima going to come see you next year!!!!"
0,2235765879,Fri Jun 19 02:01:18 PDT 2009,NO_QUERY,pretty_paws,"@alisonrothwell Hi Ali, I can only DM you if you follow me  sucks huh? PM me through EKM if you like. Gaz"
0,2191270369,Tue Jun 16 04:54:54 PDT 2009,NO_QUERY,vanessachelsea,"ow, i can't move my neck or my back   hurts too much and i don't know why D:"
4,1971030594,Sat May 30 06:00:39 PDT 2009,NO_QUERY,sagopal,RK Narayan was so impressed with Mallleswaram and Basavanagudi that Malgudi was derived from these two names - good to know 
0,2179518179,Mon Jun 15 09:12:48 PDT 2009,NO_QUERY,meechi_blue,@IRe_laNd 
0,1823219127,Sat May 16 21:24:13 PDT 2009,NO_QUERY,MsBailes,"I just wanna fall asleep, why do you call randomly and mess up my brain process for a night?!! I just want my serenity back "
0,1573661749,Tue Apr 21 02:14:20 PDT 2009,NO_QUERY,ANTD123,@_supernatural_ Hi ;) can u tell me if u have managed to mail them things yet? i have tried emailing u but with no luck 
0,2179596492,Mon Jun 15 09:19:16 PDT 2009,NO_QUERY,DJMissfrenchie,"Been working hard. London had glorious weather, came back to Kent and it was raining "
4,2052808460,Sat Jun 06 02:06:12 PDT 2009,NO_QUERY,alun_vega,"Hooray! The rain's back. Feels like *my* Cardiff again now, not some parallel sunny universe "
4,1975614095,Sat May 30 15:31:50 PDT 2009,NO_QUERY,spacejamshop,Campari + orange juice...what can be better? 
4,1971219869,Sat May 30 06:32:49 PDT 2009,NO_QUERY,chibadgirl,@GirlTalkNYC love ur show and ur name. 
4,1993645370,Mon Jun 01 10:42:32 PDT 2009,NO_QUERY,naomiftw,"off to the co-op to buy dinner. rice, chicken and white wine sauce i think "
0,2208991103,Wed Jun 17 09:52:44 PDT 2009,NO_QUERY,thisgrrrl,@hughsbeautiful How did you ge 3.0??  I can't get it yet... This makes me upset... do I need to get iTunes 8.2?
0,1976810935,Sat May 30 19:08:44 PDT 2009,NO_QUERY,scienceofsleep,@amytheallen no... 19  I'd assume they'd check if I actually DID win something
4,2001330174,Tue Jun 02 00:32:11 PDT 2009,NO_QUERY,evilshandar,my jaw dropped while watching the New Moon Trailer.Taylor Lautner where are you?! lol  cant wait for november to come! why cant it be now.
4,1983571049,Sun May 31 13:24:47 PDT 2009,NO_QUERY,Yuri_P_Graf,"@mzsullivan oh no,damn trck ball, mine just stopped a few days ago, now its works. The machine(minds of their own).But I am the Matrix. "
0,1974671194,Sat May 30 13:36:31 PDT 2009,NO_QUERY,simba98,@xnausikaax oh no! where did u order from? that's horrible 
4,2068517034,Sun Jun 07 14:13:01 PDT 2009,NO_QUERY,ssunnyfunny,reading a novel 
0,1970185954,Sat May 30 02:48:45 PDT 2009,NO_QUERY,ShaliniN,I'm extrememly lonely right now! Everyone is out and I'm stuck here doing Maths revision...against my will! Boo! 
4,1686733208,Sun May 03 06:34:40 PDT 2009,NO_QUERY,cappysue,@InnerWizard oh thanks so much I love your sight I favorited to go over it.  So positve 
4,1676031721,Fri May 01 20:55:30 PDT 2009,NO_QUERY,pennysquared,@barski I keep hearing about this cupcake update. I'm not sure what it means but I would like mine with chocolate frosting. 
0,2069280822,Sun Jun 07 15:35:24 PDT 2009,NO_QUERY,envysays,@BBManik naw  are you!?
